"","10A-16S","10B-16S","10C-16S","10D-16S","10E-16S","16A-16S","16B-16S","16C-16S","16D-16S","16E-16S","1A-16S","1B-16S","1C-16S","1D-16S","1E-16S","2A-16S","2B-16S","2C-16S","2D-16S","2E-16S","3A-16S","3B-16S","3C-16S","3D-16S","3E-16S","4A-16S","4B-16S","4C-16S","4D-16S","4E-16S","5A-16S","5B-16S","5C-16S","5D-16S","5E-16S","6A-16S","6B-16S","6C-16S","6D-16S","6E-16S","8A-16S","8B-16S","8C-16S","8D-16S","8E-16S","D0-16S"
"OTU_2562",2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1144",2,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,0,0,1,17,0,1,0,3,0,0
"OTU_1684",1,2,0,0,1,1,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,33
"OTU_253",4,1,6,1,12,1,3,2,0,5,29,32,79,120,155,17,19,6,22,43,23,30,24,19,8,19,16,36,14,9,18,63,21,30,6,2,9,6,12,21,10,3,17,15,16,0
"OTU_2879",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4
"OTU_1285",2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,9,4,1,2,0,0,0,1,4,2,4,2,5,1,0
"OTU_3590",1,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_297",2,11,21,0,18,1,4,6,0,14,0,9,7,10,757,9,7,2,4,76,9,14,51,2,57,3,16,47,22,17,8,31,22,10,17,3,8,6,6,38,6,4,15,9,7,1
"OTU_536",2,13,3,4,6,11,3,4,0,5,0,1,0,0,1,3,11,1,0,0,4,13,4,2,1,2,5,1,11,3,3,6,3,5,1,4,6,7,6,6,4,7,6,8,9,41
"OTU_586",3,2,1,1,1,0,0,0,0,0,0,0,0,1,1,2,1,0,2,1,12,1,0,5,1,8,11,4,14,1,17,3,9,14,0,4,3,1,16,0,1,0,4,7,0,0
"OTU_909",1,0,0,2,4,1,1,0,1,0,41,28,1,43,3,8,2,1,11,24,1,2,3,4,3,11,3,5,11,0,19,1,7,3,1,7,0,1,5,2,1,2,1,6,8,0
"OTU_1132",4,3,0,1,1,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,8,1,2,1,2,5,0,1,0,2,1,5,2,0,2,1,5,0,5,1,0,1,3,3,1
"OTU_1054",3,2,7,0,7,2,4,4,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,0,1,0,1,7,0,6,0,0,7,0,10,0
"OTU_1198",4,3,1,0,1,0,0,2,0,1,1,1,0,0,0,0,6,0,1,1,1,8,1,2,0,2,3,2,8,0,4,2,1,0,0,5,2,0,3,1,1,1,1,1,0,8
"OTU_398",9,7,5,5,1,4,2,1,0,4,0,0,2,0,1,1,6,1,2,8,12,23,8,12,8,5,8,25,10,5,14,11,17,12,3,9,2,8,11,2,5,4,9,9,5,5
"OTU_2340",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"OTU_2863",2,0,6,0,36,1,3,10,0,29,0,1,0,0,1,0,0,0,0,0,3,0,2,0,11,0,0,2,0,7,1,11,10,1,17,0,0,33,0,68,0,0,6,0,55,0
"OTU_4355",6,7,20,8,20,5,13,10,1,13,0,10,1,2,13,8,21,0,13,12,8,14,23,12,16,12,14,22,6,11,13,37,31,27,9,5,32,28,15,18,8,7,22,21,24,0
"OTU_3017",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
"OTU_1232",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,8,0,0,0,1,5,0,2,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,1,20
"OTU_1203",2,0,15,0,11,3,3,8,1,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,1,0,2,1,0,2,1,1,11,0,9,0,2,4,0,9,1
"OTU_2890",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,4,1,0,1,0,4,0
"OTU_1803",5,18,5,3,3,3,2,3,1,0,19,26,2,2,4,23,28,22,30,0,33,124,14,33,13,34,76,13,56,2,36,24,52,20,1,35,38,4,41,3,10,19,8,23,2,11
"OTU_1099",6,4,1,3,21,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,2,2,1,0,3,3,6,2,4,0
"OTU_1347",1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,2,0,0,0,0,0,0,14,0,0,5,1,0,2,0,2,0,0
"OTU_224",5,21,9,3,4,1,1,2,0,4,51,47,56,64,208,38,37,20,39,76,22,45,24,48,17,39,34,46,19,10,16,33,31,60,4,14,10,10,9,18,15,6,26,14,7,0
"OTU_930",6,9,0,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,5,1,0,0,0,0,0,2,1,0,4,1,0,5,0,2,2,1,11,0,0
"OTU_1696",10,34,12,4,9,13,14,8,3,15,2,2,3,4,2,7,27,5,11,8,15,36,16,24,4,7,19,13,18,4,8,28,10,10,6,23,8,5,19,10,13,13,8,26,17,361
"OTU_607",5,9,4,3,4,2,0,3,4,4,1,1,1,0,0,2,5,0,1,1,1,7,4,8,0,2,5,3,6,0,2,8,6,2,2,5,1,4,6,6,4,2,8,4,3,30
"OTU_2535",4,3,1,0,3,0,1,1,0,2,17,63,13,20,341,2,16,0,2,21,20,11,39,17,18,5,8,47,10,29,1,30,24,22,5,1,5,10,24,4,3,1,12,6,5,0
"OTU_534",6,2,22,2,14,7,10,15,1,13,0,1,0,0,1,0,3,0,2,3,2,0,5,1,29,2,5,10,2,1,8,22,28,15,11,4,3,27,10,36,1,3,16,14,12,0
"OTU_532",18,20,8,8,10,6,5,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,11,1,0,1,0,1,13,1,7,1,2,15,21,5,0
"OTU_772",3,3,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,5,0,2,10,2,3,11,19,7,10,3,3,1,3,1,3,1,2,5,5,0,0
"OTU_439",3,9,0,2,0,1,3,1,1,0,7,6,2,0,0,23,4,9,27,5,18,53,8,31,0,29,6,7,34,1,8,6,9,21,0,28,1,2,12,1,8,2,0,6,1,6
"OTU_1182",4,26,1,4,3,2,0,0,1,2,0,0,0,0,0,0,0,2,2,0,3,30,1,8,0,4,7,0,16,0,1,1,2,2,1,47,2,1,10,0,5,4,1,7,0,1
"OTU_1034",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,3,0,10,6,1,13,1,7,2,5,6,0,8,4,1,10,1,3,1,2,3,0,0
"OTU_3395",1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,2
"OTU_800",9,4,3,10,0,6,2,0,0,2,1,1,1,1,1,2,3,0,3,3,6,3,4,2,1,11,3,0,8,0,7,3,4,10,0,22,2,3,15,3,14,2,5,10,1,8
"OTU_841",6,9,1,8,2,8,1,0,0,3,0,0,0,0,4,1,1,1,2,1,2,6,5,2,0,7,3,2,8,0,6,7,4,20,0,21,6,6,20,1,10,3,6,10,3,5
"OTU_2417",3,1,0,0,5,0,0,0,0,3,0,0,0,0,1,0,2,0,0,5,0,0,40,0,21,0,0,38,0,9,6,35,3,2,16,0,0,9,0,7,0,0,6,0,1,0
"OTU_3588",9,16,4,0,3,12,1,8,3,6,0,0,0,1,0,1,1,0,1,0,3,5,1,2,0,4,4,0,0,1,2,2,3,3,1,0,10,5,4,4,0,3,2,7,1,3
"OTU_576",4,0,3,0,0,0,1,1,0,0,10,35,13,8,15,15,13,5,17,10,5,10,21,15,1,16,4,10,8,2,2,6,11,8,1,2,2,3,0,1,0,0,4,7,0,1
"OTU_2532",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,1,7
"OTU_1212",1,0,2,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,4,0,0,0,1,1,0,2,0,3,0,1,1,0,4,0,0,3,0,3,0,2,3,0,4
"OTU_151",2,10,3,1,0,0,0,0,0,1,196,283,23,98,10,157,94,44,199,132,88,110,65,74,1,64,59,36,86,9,52,20,11,45,0,22,18,5,29,0,14,8,2,14,0,1
"OTU_4540",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_1316",2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,3,1,1,0,2,0,1,1,0,1,0,0,1,0,12,0,0,7,0,2,0,1,2,0,0
"OTU_552",2,7,1,3,0,0,0,0,0,1,4,2,0,0,0,7,2,4,7,3,1,11,0,10,0,9,7,1,12,1,7,2,0,5,0,22,1,3,47,1,12,2,0,2,2,0
"OTU_2011",1,0,0,1,1,0,0,0,0,0,94,145,256,340,305,10,34,1,6,125,5,1,11,4,6,11,0,9,5,3,7,4,1,3,1,1,1,3,2,1,1,0,1,2,1,1
"OTU_1223",1,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,3,0,3,6,6,4,0,0,4,1,2,0,2,2,0,5,0,0
"OTU_636",4,10,0,5,0,1,2,2,0,4,0,0,1,1,0,3,3,1,5,2,5,14,0,3,0,4,5,0,3,0,5,3,17,5,0,4,6,5,13,2,4,1,0,8,3,3
"OTU_2315",3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,6,0,1,0,0,2,0,1,2,0,3,0,0,0,0,4,0,0,0,0,1,0
"OTU_4608",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"OTU_4387",3,9,0,1,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,3,0,2,0,0,1,0,22,2,0,5,0,2,2,0,3,0,0
"OTU_1471",2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,1,0,2,0,2,1,0,4,0,0
"OTU_406",6,20,0,16,0,3,0,0,0,0,1,0,0,0,0,8,0,0,1,2,2,2,0,9,0,22,6,0,33,0,16,0,6,20,1,20,8,0,24,0,33,10,0,60,0,0
"OTU_3727",2,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,1,0,0,6,0,1,2,0,3,0,0,0,2,1
"OTU_1530",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,0,0,2,0,1,0,0,2,0,2,2,0,3,0,0
"OTU_1804",3,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,5,0,0,0,0,3,1,1,1,0,5,1,0,4,0,3,1,0,0,0,1
"OTU_1415",2,0,1,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0
"OTU_1570",1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,5,0,0,4,1,0,3,0,6,0,0
"OTU_3681",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"OTU_1683",1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
"OTU_802",8,14,3,3,6,6,3,5,2,6,0,0,0,0,0,2,0,4,3,0,3,9,1,5,0,11,6,0,11,0,10,2,4,7,0,28,12,3,41,1,7,5,4,18,2,2
"OTU_1320",2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,2,0,1,0,0,11,1,3,0,1,2,0,1,0,0,5,0,5,1,1,5,0,0
"OTU_3713",1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"OTU_1027",2,0,0,2,2,1,0,1,0,0,0,0,0,0,0,2,2,0,4,1,1,3,1,3,0,1,2,1,0,1,3,2,2,0,1,1,1,1,0,1,0,0,2,1,3,23
"OTU_425",1,2,24,2,3,0,0,0,0,0,6,13,1,12,10,2,4,0,2,18,49,15,1,18,3,8,6,16,3,5,2,1,9,29,0,0,1,3,3,5,6,1,0,6,1,0
"OTU_1063",1,11,0,5,1,3,3,1,4,3,0,0,0,0,0,0,0,1,3,0,1,0,0,1,0,2,2,1,2,0,1,1,3,3,0,6,6,1,6,0,5,1,0,4,0,0
"OTU_1304",1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,17
"OTU_1563",2,0,3,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,2,0,3,0,0,0,0,1,0
"OTU_1052",1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,3,1,2,3,1,0,3,0,1,1,23,0,1,8,0,7,2,0,7,0,3,0,1,3,0,1,0,0,2,1,4
"OTU_625",5,5,0,5,2,1,2,0,0,0,6,7,10,5,12,32,15,0,24,20,7,5,7,15,2,24,9,13,11,6,7,4,10,17,0,17,5,0,11,1,8,1,9,10,2,1
"OTU_3879",5,0,2,0,5,4,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,6,4,0,6,0,1,6,1,4,0,1,6,0,6,0
"OTU_249",4,17,2,4,2,4,1,2,0,3,12,5,3,3,25,32,1,21,24,10,11,40,8,72,6,88,29,4,83,5,15,17,7,67,1,18,6,3,33,2,12,1,4,23,4,1
"OTU_5114",6,1,22,3,22,6,8,13,0,21,0,1,0,1,4,1,3,1,2,11,5,6,11,4,17,2,7,9,2,7,8,29,29,11,20,1,2,25,1,35,1,1,11,4,18,0
"OTU_1284",1,2,0,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,3,0,3,4,2,2,0,6,3,1,8,0,4,3,1,5,0,0
"OTU_18",2,1,4,3,1,0,2,0,0,1,2410,2198,1408,2890,481,383,676,78,299,564,132,153,265,137,58,96,70,213,166,17,93,49,42,95,5,8,7,2,18,0,13,2,6,9,0,14
"OTU_712",9,2,3,2,27,7,0,9,5,19,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,2,11,11,3,3,0,5,10,1,29,0,0,8,7,12,1
"OTU_4856",7,6,4,7,11,3,1,0,0,2,3,3,0,1,0,7,9,0,7,6,4,5,4,5,0,10,12,13,3,2,13,5,9,9,0,0,10,10,6,6,7,6,8,12,10,0
"OTU_4979",13,22,11,4,13,7,6,13,3,7,0,3,0,1,0,0,1,0,0,0,6,7,2,3,15,2,7,4,2,1,7,14,26,7,6,4,16,10,6,25,1,8,13,15,18,16
"OTU_257",8,2,27,3,11,1,4,4,0,11,1,0,0,1,13,1,0,0,2,27,24,5,24,4,125,0,5,6,7,10,21,31,41,22,36,3,9,22,1,77,10,1,15,8,47,1
"OTU_1792",1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,3
"OTU_1727",1,1,0,1,3,4,0,1,0,3,0,3,0,1,1,0,1,0,1,1,1,2,1,1,1,2,0,0,2,0,0,4,1,0,2,0,2,1,1,1,0,0,1,0,0,2
"OTU_2443",6,26,1,10,0,4,3,2,1,4,5,8,1,3,0,21,4,10,24,10,17,34,4,8,0,20,14,1,35,3,9,4,6,14,0,52,5,5,33,1,21,5,1,15,1,0
"OTU_2174",8,5,25,3,35,6,3,21,0,47,2,5,1,1,8,6,16,2,16,53,55,21,78,19,29,5,20,89,14,35,35,80,43,38,10,6,5,27,5,28,9,3,30,15,12,17
"OTU_2155",2,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0
"OTU_1462",18,2,38,2,16,7,9,11,0,29,0,0,1,0,6,0,2,0,0,13,5,7,8,6,34,5,5,26,4,15,18,50,29,11,25,0,5,23,6,45,3,4,16,8,19,0
"OTU_603",15,32,49,7,6,12,10,6,1,6,1,0,0,0,0,2,2,1,2,0,1,9,1,3,0,7,15,1,20,0,2,1,7,7,0,36,13,10,21,2,14,18,4,20,1,16
"OTU_640",4,9,2,2,2,10,4,2,0,5,1,1,1,1,2,6,4,1,1,4,2,11,6,4,1,6,2,3,13,1,5,9,6,10,2,27,2,3,20,5,13,7,4,9,4,32
"OTU_3480",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13
"OTU_842",2,6,2,2,1,1,1,2,1,2,0,1,0,1,0,1,3,5,2,2,4,6,1,6,0,3,5,2,13,0,8,6,4,2,1,18,6,5,13,1,4,1,0,4,0,0
"OTU_2288",2,0,5,0,3,1,9,5,0,14,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,4,0,0,0,3,2,0,3,0,4,2,0,4,0,2,5,2,1,16
"OTU_751",3,22,10,0,9,10,6,10,9,20,0,1,0,0,2,0,0,0,1,0,1,8,0,6,2,7,6,4,2,0,1,8,20,5,1,11,12,5,5,5,6,7,4,13,1,4
"OTU_1919",2,2,7,0,2,1,4,2,3,6,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,2,0,0,10
"OTU_1403",3,3,9,1,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0,5,1,0,1,0,5,1
"OTU_1201",4,4,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,7,3,0,2,0,6,1,0,8,0,0
"OTU_1341",2,3,0,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,7,1,4,3,1,3,1,0
"OTU_2217",1,1,2,0,3,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,1,1,0,0,0,1
"OTU_1382",3,0,2,0,5,0,1,6,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,0,0,1,0,2,0,0,9,0,4,0,1,5,0,13,0,1,1,0,3,0
"OTU_829",2,6,1,2,1,1,0,2,1,0,2,1,0,0,0,5,2,3,5,4,3,8,2,2,0,2,5,0,7,2,3,0,1,6,0,11,3,0,22,2,6,1,0,8,1,1
"OTU_987",1,1,1,0,1,3,1,2,0,2,0,0,1,0,0,0,0,1,1,0,3,1,2,2,3,1,4,3,2,0,0,3,0,2,1,1,0,1,3,1,2,1,2,2,0,75
"OTU_1322",5,7,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,1,0,2,0,7,2,0,7,1,4,0,0,7,4,0
"OTU_1049",2,1,3,2,3,0,0,0,0,0,1,0,1,1,0,1,3,2,2,2,3,8,0,1,0,1,5,0,9,0,2,5,4,2,1,6,2,4,12,1,1,2,0,7,0,0
"OTU_4767",6,2,4,3,2,1,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,4,2,1,1,3,5,4,2,1,0,6,3,9,0
"OTU_1015",6,4,0,1,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,2,1,5,0,2,0,1,3,0,15,4,0,17,1,3,0,0,5,2,0
"OTU_1666",1,0,1,1,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,5,1,5,0,1,1,1,5,1,0,3,1,0,0
"OTU_887",3,1,14,1,14,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,4,0,0,1,9,4,1,7,0,0,14,1,14,0,1,12,1,13,0
"OTU_5057",8,31,4,7,3,10,1,0,3,3,2,0,0,1,1,1,0,0,3,2,5,13,3,30,1,33,11,4,27,1,8,6,10,41,1,40,13,1,55,1,17,6,2,34,2,0
"OTU_1818",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,0,0,1,1,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,1,9
"OTU_3437",1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_767",5,19,1,2,0,6,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,3,0,0,2,0,0,0,1,3,0,19,1,0,12,0,10,2,0,0,0,0
"OTU_573",4,1,1,0,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,4,1,7,2,6,10,1,10,9,18,21,3,1,0,1,10,2,14,5,1,15,4,8,0
"OTU_3307",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_744",10,52,10,9,15,22,9,2,3,11,5,4,0,4,2,20,26,7,22,9,16,37,8,12,2,17,28,3,15,3,14,23,25,17,1,36,18,24,23,14,21,9,11,20,18,71
"OTU_112",2,0,5,1,6,0,0,0,0,1,22,47,65,164,397,25,46,0,27,207,9,1,144,7,104,7,8,82,2,68,15,34,11,16,37,0,1,23,3,26,0,0,5,1,14,0
"OTU_3682",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
"OTU_1817",3,1,8,2,4,0,3,2,0,2,56,73,61,79,2,47,81,4,27,18,32,15,119,23,0,220,14,94,49,1,24,41,27,14,1,8,7,17,3,5,4,4,19,2,2,0
"OTU_1689",1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,3,0,7,2,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,0,0
"OTU_733",12,34,1,9,1,5,3,0,4,1,0,0,0,0,0,2,1,1,2,0,1,7,0,3,0,6,2,0,9,0,2,2,0,3,0,22,8,2,14,0,13,1,4,18,0,0
"OTU_226",2,9,1,3,3,0,0,0,0,2,32,34,8,14,2,67,22,55,119,31,39,186,16,180,6,67,41,6,147,2,34,10,17,74,3,85,6,4,41,1,8,5,4,18,12,3
"OTU_349",2,1,1,2,0,0,1,0,0,0,0,1,0,0,0,16,3,19,34,9,13,46,1,35,0,19,7,0,35,1,0,1,0,5,0,44,1,0,18,0,5,3,0,1,0,0
"OTU_2400",1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,0,1,0,0,1,1,1,0,1,1,1,0,0,5,0,0,0,0,1,0,0,0,0,1
"OTU_2283",6,5,51,4,12,6,2,16,5,17,0,0,0,0,0,1,2,0,0,2,1,1,2,2,3,1,1,2,0,0,3,8,3,2,5,1,2,41,0,33,2,1,9,7,22,0
"OTU_1676",2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5,0,2,0,0,0,0,1,0,2,0,1,2,0
"OTU_1140",2,3,1,0,1,0,0,0,0,1,1,2,0,0,1,0,1,0,0,0,1,4,1,0,0,1,1,0,3,0,1,4,3,2,0,6,2,5,1,0,0,1,2,4,1,8
"OTU_1869",4,8,2,0,1,5,0,0,0,0,1,0,0,0,0,1,2,1,1,3,2,4,0,1,0,2,3,0,3,0,1,0,3,1,0,5,1,0,3,2,2,0,2,2,2,1
"OTU_4539",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"OTU_1529",2,1,10,0,3,0,1,3,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,3,3,0,0,0,3,6,0,1,0,0,7,0,8,0,1,5,1,4,0
"OTU_4523",6,10,1,3,4,5,4,6,0,6,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,1,0,0,1,0,1,0,1,1,0,3,3,3,2,0,3,2,3,5,3,7
"OTU_438",4,3,1,5,1,1,1,1,0,4,1,1,0,0,0,4,2,7,8,2,4,14,1,9,0,29,17,1,28,0,8,3,8,14,0,12,14,0,15,0,6,3,1,14,0,0
"OTU_3558",4,5,1,4,3,1,2,0,3,1,12,9,0,1,1,54,14,7,31,22,18,28,13,35,1,30,24,22,30,4,13,15,5,18,3,21,7,3,16,2,8,1,0,10,2,19
"OTU_797",3,6,15,0,18,2,9,9,1,21,0,0,0,0,0,0,0,0,0,2,0,1,1,0,4,0,0,3,0,3,0,13,19,0,7,0,0,14,0,16,0,2,9,0,15,0
"OTU_2844",5,4,5,12,5,5,3,3,0,9,0,0,0,0,0,1,0,0,0,0,0,0,8,1,14,0,0,10,0,1,1,22,12,6,7,2,2,15,4,14,2,3,20,22,17,3
"OTU_2613",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
"OTU_377",3,4,2,0,1,0,0,0,0,10,1,1,1,8,188,0,4,0,2,29,9,7,28,8,39,1,5,20,10,13,9,26,9,23,9,5,4,2,1,6,1,1,3,7,3,0
"OTU_4600",1,4,5,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,4,7,0,1,1,0,2,1,1,3,2,4,6,2,0
